class,tweet,x,jarak
1,b'Kenapa yaa orang orang pada jahat banget',1.09E+18,"-7.80139,110.36444,20km"
0,b'Ketika dunia jahat terhadapmu maka kamu harus menghadapinya. Karena tak ada seorangpun yang akan membantumu jika kamu tidak berusaha.',951485354,"-0.50222,117.15361,20km"
0,"b'Kl mau jahat sama orang tuh coba pikir dulu, dia pernah jahat gak sama kamu? dia pernah ngecewain kamu gak? dia baik kan? kenapa kamu jahat?'",117651391,"-6.16667,106.8,20km"
0,"b'Klo km jd sekrenya marc kok semangat banget, pas jd sekreku malah asal2an, jahat'",7.94E+17,"-3.33333,114.58333,20km"
0,b'Klo manusia di bumi ini jahat semua keknya barang2 gue raib gada sisa.. tp alhamdulillah mulai dr kasir nasi padang ampe kang parkir masih berjiwa malaikat \xf0\x9f\x98\x8a',943430306,"-7.80139,110.36444,20km"
1,"b'Km ngenakin saya, ya saya akan lebih ngenakin km. Tp skali km cari masalah k saya, jangan harap saya respect lg k km. Jahat mah jahat sekalian, jangan tanggung-tanggung'",3614532372,"-7.80139,110.36444,20km"
1,b'Knp orang\xc2\xb2 pada jahat\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',493883423,"-1.59,103.61,20km"
0,b'Kodomo kodomo teman baikku \nYang lain jahat',1.32E+18,"-6.95,107.56667,20km"
0,b'kok aku lama\xc2\xb2 kesian sama mbak ini gegara peran dia jahat jadi banyak yang gasuka dia termasuk aku \xf0\x9f\x99\x82 https://t.co/Ptx5AgKUc3',1.20E+18,"-7.23333,112.73333,20km"
1,b'Kok bisa ya kamu kek gt... jahat bgt',178227384,"-6.95,107.56667,20km"
1,b'Kok ga punya malu sih ?? \xf0\x9f\x98\x82\xf0\x9f\x98\x82 wong wedok saiki jahat jahat \xf0\x9f\x98\x82',1.24E+18,"-7.80139,110.36444,20km"
1,b'Kok jahat jahat;(( https://t.co/ZCANAGFFJ6',9.83E+17,"-7.80139,110.36444,20km"
1,b'Kok jahat. https://t.co/s5c9Y6vAWQ',385854266,"-7.23333,112.73333,20km"
0,b'Kok ya jahat bgt ada yg mass report  bayik yg baru umur 5bulan hiiiks \xf0\x9f\xa4\xa7\xf0\x9f\xa4\xa7\xf0\x9f\xa4\xa7 untung ada yg speak up\xf0\x9f\x98\xa3 https://t.co/tpFH3dim22',120325776,"-6.16667,106.8,20km"
1,b'Komentar Jahat Netizen Bikin Anak Nisya Ahmad Menangis https://t.co/wHOjeGROnO',171833463,"-6.16667,106.8,20km"
0,b'krn kesombongan (mrk)di muka bumi &amp; krn rencana (mrk) yang jahat. Rencana yg jahat itu tidak akn menimpa selain orang yang merencanakannya sendiri. Tiadalah yang mereka nanti2kan melainkan (berlakunya) sunnah (Allah yang telah berlaku) kpd orang2 yg terdahulu (part1)',203953287,"-6.16667,106.8,20km"
1,b'Kzl bgt sm org yg bilang ga percaya covid tp begitu tetangganya kena lgsg dimusuhin \xf0\x9f\x98\xa1\xf0\x9f\xa4\xac\n\nMana jahat bgt lg mulutnya yaAllah pen lemparin sendal tp kok ya jauh \xf0\x9f\x98\xad',381388274,"-6.95,107.56667,20km"
0,"b'Lagi belajar jadi orang jahat, capek rasa nya kalau jadi orang baik tapi di sia-sia kan terus :('",1.35E+18,"3.66667,98.66667,20km"
0,"b'Lah lah apa ni apa nih?? \nJahat bbgd emg si kapten, minta dikatain, mnta di cubit ginjalnya \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad bonsai hayu sama aku aja udah.. https://t.co/QEfFbn7Pyw'",1.24E+18,"-6.16667,106.8,20km"
1,b'Laki laki bodoh ini seringkali memaafkan perempuan jahat itu.\nEntah karena cinta atau karena apa.',1.32E+18,"0.92,104.51,20km"
1,"b'Lakian nih jahat,makanya ku kda hndak lwan lakian.'",1.29E+18,"-3.33333,114.58333,20km"
1,b'Lebih jahat mana? \nBerkata-kata kasar di internet atau mengeksploitasi orang berkebutuhan kusus untuk di jadikan konten? \xf0\x9f\x99\x84',185595220,"1.49306,124.84126,20km"
0,"b'Lemak jahat, tapi kek..kek..kek apaa yaa.. \xf0\x9f\x92\xa8 https://t.co/eFOStI1NB6'",708417944,"0,109.33333,20km"
0,b'Lindungi keluargaku dri orang2 jahat ya Allah. Aamiin aamiin.',485634313,"-5.13333,119.43111,20km"
0,b'lingkaran jahat:\n@hantublau28 @Esdawet500san @bapakkautbc @TeganganTingg12 @sunade_senju @Arrad_Arashi @wahyuutomos @ma69num @imnogoodperson @kanebobuladig @nala_baskara @camnashtwins @libidonaiq @heirams @Sambatterus31 @mistersenpaikw @apri_lmoppppp @tynderfess @adit_chan',1.27E+18,"-6.16667,106.8,20km"
1,"b'lo yang jahat, gua yang di suruh ngalah\ngila'",1.31E+18,"-7.80139,110.36444,20km"
1,"b'Lo yang jahat, gua yang dituduh. https://t.co/mzVczzyEpn'",1.10E+18,"-6.95,107.56667,20km"
1,"b'Lo yang jahat, gua yang intropeksi diri bangsatttt!'",1255076156,"-5.42944,105.2625,20km"
1,b'lo yg jahat gw yg intropeksi diri',1.10E+18,"-6.16667,106.8,20km"
0,b'Lu baik sama gue.. Gue bisa lebih baik. \nLu jahat sama gue.. Gue tetep baik.. Karena gue di didik untuk selalu berbuat baik.. Biarkan hukum karma yang berlaku!.',1.07E+18,"-6.95,107.56667,20km"
1,"b'Lu ga perlu jadi orang jahat dengan ngatain ""Eh lu menor""\n ""Alis lo lebay"" \n\nDi depan orang yang lagi senang senangnya belajar dandan. \n\nBiar apasih? \nBiar lu keliatan lebih cakep atau gimana?'",7.41E+17,"-1.59,103.61,20km"
1,"b'Lu yg jahat, gw yg intropeksi diri\nBgsd \xf0\x9f\x98\xa3'",1.34E+18,"-7.80139,110.36444,20km"
1,b'Lu yg jahat..w yg intropeksi..\nLu yg utang..w yg bayar..\nLu yg enak..w yg ambyarr..\n\nYoopoo manehh cah.. \xf0\x9f\x98\xad',84859888,"-7.80139,110.36444,20km"
1,"b'Lucu ya. Orang2 yang senantiasa kita doakan malah ngebenci kita, orang2 yang senantiasa kita berusaha bantu malah ngelihat kita kayak orang jahat. Selucu itu. Tapi percayalah Tuhan gak pernah tidur, tetep ikhlas kasih yang terbaik. Tuhan bakal nunjukin suatu saat nanti'",1.23E+18,"-7.23333,112.73333,20km"
1,"b'Maaf aku jahat (tanggapan orang yg katanya normal) Nyembunyiin story2 mereka di timeline WA ku, tapi yg lebih memperdulikan kesehatan mentalku adalah Saya sendiri, well aku lakukan apapun biar mentalku sehat. \xf0\x9f\x98\x86 Ga peduli kata orang yg penting masih batas wajar'",318303630,"-5.13333,119.43111,20km"
0,b'Maaf kalau saya gagal menjadi orang yang jahat buat kamu.',1.14E+18,"-5.13333,119.43111,20km"
0,"b'Maaf ya, kalo rasa sayang aku ke kamu cuma setengah. | Kamu jahat! | Sayangnya setengah mati maksudnya. \xe2\x99\xa5 salshaabilaa'",1393994724,"-6.16667,106.8,20km"
1,b'Mahasiswa kok jahat sih :(',1605956611,"-6.96667,110.41667,20km"
0,b'Makanya Cheon Seo Jin jahat wkwk',298964848,"-0.50222,117.15361,20km"
0,"b'Makin kesini aku nd peduli sih perilaku orang gimane ke aku. Orang baik ke aku ya aku bakal baik juga bahkan lebih baik tanpa memikirkan balasan/pamrih. Tapi org jahat ke aku yaudahh biarin jak,klo di ajak ngomong ye nyaot ttp be kind sih'",1.35E+18,"0,109.33333,20km"
1,"b'Malah urang nu ngerasa jahat ke si cewena, padahal urg ngabentengan diri sakumahana meh manehna ngajauh. Cape jeung risih gusti.'",1.25E+18,"-6.95,107.56667,20km"
0,"b'Mama Papa bilang ""kerja kerja kerja cari duit sendiri, jangan percaya sama orang baik, yang baik pasti suatu saat bisa jahat pelit nakal, buat nyaman dulu diri sendiri nanti lingkungan bakalan ngikutin keadaan kita"" begitulah kesimpulan percakapannya~'",1.08E+18,"-6.95,107.56667,20km"
0,b'manusia bisa berubah hanya karna 3 hal\n1. karna kecewa\n2. karna sakit hati\n3. karna bumi di serang oleh monster jahat dan berubah menjadi power rangers untuk mempertahankan bumi agar tidak di kuasai oleh monster jahat',1.26E+18,"-6.96667,110.41667,20km"
0,"b'manusia ini kalo jahat ga nanggung2. kucing pula jadi korban, ga nyambung. Kiyowuju emg comel si, cuma ga gtu konsepnya... https://t.co/MdJBd948dd'",1.23E+18,"0.92,104.51,20km"
1,b'Manusia jahat-jahat amat. Heran. https://t.co/OAMMtJxnuz',49530975,"3.66667,98.66667,20km"
1,b'Mas kamu jahat',1.07E+18,"-7.80139,110.36444,20km"
0,b'Masalah gua di 2021: PENGE CUEK DAN JAHAT BALIK KEORANG YG NYAKITIN TAPI GABISAA',1.14E+18,"-8.65,115.21667,20km"
0,"b'Masih banyak orang yang baik di atas dunia yang jahat ini, percayalah.'",560722582,"-2.98333,104.76444,20km"
0,"b'Masih konsisten pake masker kan? Cuma pengen sharing aja buat yang suka pake masker sekali pake, yuk dibiasakan pas buang bekasnya dirobek dulu. Mari kita meminimalisir oknum jahat yg ingin memanfaatkan momen ini. Stay safe\xf0\x9f\x92\x9c https://t.co/UPb9bU0lBM'",1605205879,"-7.80139,110.36444,20km"
0,b'Mau jadi jahat tp gatau gimna caranya',1.23E+18,"-6.16667,106.8,20km"
0,b'MELINDUNGIN WEB DARI BOT JAHAT https://t.co/c91fnwCovU via @YouTube',127887366,"-7.80139,110.36444,20km"
0,b'memang menjanjikan \xf0\x9f\x98\x81\nsekedar info 2021 berkisar antara 30-35jt \ndasar vespa jahat! https://t.co/7hPJsPD2Tc',932303442,"-7.23333,112.73333,20km"
0,"b'Menolak divaksin dengan alasan apapun yaa terserah, tapi yaa nggak usah berkoar-koar. Vaksin apapun bentuknya itu adalah harapan bagi sebagian orang untuk menyelesaikan masalah pandemi ini. Kalian nggak ingin jadi orang jahat dengan menghancurkan harapan banyak orang kan.'",48958975,"-6.16667,106.8,20km"
0,"b'Menurunkan kolesterl jahat LDL, menaikan kolesterol baik HDL #salingfollow #socialmedia #srudukfollow'",1593062377,"-6.95,107.56667,20km"
0,,,
1,"b'Menurut gue FPI nyerang polisi itu udh salah bgt, klo emng mereka kira ada orang jahat yg ngikutin knp waktu penguntitnya berhenti bukannya ditinggal malah ditungguin? sengaja ya? apa gara2 mereka pegang senjata? @DiantyYasmin3 @HRMalik12 @YRadianto \nhttps://t.co/qPxVAlY5LH'",254341896,"-7.23333,112.73333,20km"
0,"b'Menurut kalian, orang itu terlahir baik atau jahat? \xf0\x9f\x98\x95 \xe2\x80\x94 baik https://t.co/TUMEXmUB5r'",3242158963,"0.53333,101.45,20km"
0,b'Menyakiti hati orang itu gampang tinggal bicara hal-hal yang\nmenyinggung hatinya.Tapi apa kita mau jadi orang jahat sperti\nitu? Tentu tidak.',1630733395,"-6.95,107.56667,20km"
0,"b'Menyediakan waktu bersama Tuhan membuat kita memandang dgn perspektif yang benar,karena Dia mlihat smua yg baik dan jahat'",717612145,"1.49306,124.84126,20km"
0,b'Merinding baca kasusnya nancy. Ya allah pada jahat banget sama perempuan \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad i hope the staff  involved got sued and rot in jail!!!!!!',172595829,"-6.16667,106.8,20km"
0,"b'Mixed feeling bgt sama naro, jahat tp ada sisi yg bikin gua kasian dan menangisi dia hiks'",98085797,"-6.16667,106.8,20km"
0,b'Mnurutku sih ini jahat \xf0\x9f\xa5\xba https://t.co/3hCdb8Zvhq',236352892,"-6.16667,106.8,20km"
0,"b'Mulai sekarang harus hati2. Yang baik belum tentu baik hatinya. Pasti ada rasa iri dihatinya. Ternyata cuma baik didepan, dibelakang ada maksud yang tersembunyi. Jahat sekali kau. Kita berteman dengan tulus sekarang kelihatan aslinya. \xf0\x9f\x98\x93\xf0\x9f\x98\x93\xf0\x9f\x98\x93\xf0\x9f\x98\x93'",112909743,"-7.80139,110.36444,20km"
0,b'Mulut gue bisa jahat banget kalo udah kecewa.',357973357,"-5.42944,105.2625,20km"
0,"b'Mulut gue emang jahat banget, saat tahu dikecewain, disakiti, tapi hati gue gak tegaan, tapi gak semua boleh hancuri juga hati ini..'",1.12E+18,"-7.23333,112.73333,20km"
0,b'Mulut lo jahat bngt',8.92E+17,"-6.95,107.56667,20km"
0,"b'mungkin itu alasan ortu pengen aku tinggal di batam selain biar deket sama mereka, aku ada wali yg bener bener wali:""). dan juga di jogja banyak orang yg jahat sama ibuku'",1.31E+18,"-7.80139,110.36444,20km"
0,b'Mutualku siapa aja yang follow dia? \n\nYah. Akun jahat. Itu bukan aku ya! Unfollow gih :) https://t.co/I2gEtabcY3 https://t.co/nLXkLnclRt',1.32E+18,"-6.16667,106.8,20km"
0,b'Nah itu :)\nMau jadi jahat ah https://t.co/6X15bN8B32',1.31E+18,"-6.95,107.56667,20km"
0,b'Nakal boleh jahat jangan..',327091902,"-6.16667,106.8,20km"
0,b'Nakal boleh jahat jangan\nTapi jangan nakal nakal banget\nItulah pepatah Ema\xf0\x9f\xa4\xa3',1.33E+18,"-6.16667,106.8,20km"
0,b'Napa ciwi jahat bgt ya? https://t.co/IS4WFofMbc',1916893615,"-6.95,107.56667,20km"
0,b'Ngawur bgt \xf0\x9f\x98\xad\xf0\x9f\x98\xad\nJahat bgt ga sih \xf0\x9f\x92\x94\nItu pasti juga keburu-buru makanya ganti baju ditempat kyk gitu dan ada yg iseng bgt buat ngevideo terus disebar.',310051635,"-7.23333,112.73333,20km"
0,"b'Ngeliat perlakuan jahat orang lain di cctv, bawaanya kesel aja.\nGimana ya Tuhan liat perilaku kita yang ga genah genah ini ?'",1.28E+18,"3.66667,98.66667,20km"
0,b'Ngerasa jd org jahat sedunia kalau gini \xf0\x9f\x98\x94',1.25E+18,"-6.95,107.56667,20km"
0,"b'Not hyping momoland that much.., but what happened to Nancy.., that is really cruel..\nJahat bgt staffnya :""( \nhoping the best for Nancy.. :)\nAnd buat staff Dan org\xc2\xb2 yg udh ikut sebar\xc2\xb2.., pintu neraka sebelah lurus belok kiri'",1.16E+18,"-7.80139,110.36444,20km"
0,"b'nuntut diri sendiri supaya bisa melebihi oranglain tuh jahat bgt ya, seolah olah ga percaya sama diri sendiri sampe harus ngerasa takut tertinggal...'",1.16E+18,"-6.95,107.56667,20km"
0,"b'Nussa sama rara sini deh kerumah kakak aja maenan sama jendra, orang gede jahat jahat'",554097512,"-5.42944,105.2625,20km"
0,b'Obat gatal emang efeknya jahat bgttt. Berdiri aja bikin ngantuk berat gimana klo ktemu kasur ni. Bisa seharian mata ga bisa buka. Ngantuuuuk',488973519,"-7.80139,110.36444,20km"
0,"b'Oh iya, satu lagi. \nJangan jadi jahat jadi orang. \nJangan jadi brengsek. \nNanti hidup-Nya gk mulus loh'",1.25E+18,"-7.80139,110.36444,20km"
0,"b'Oiya bagi kaum #TolakDivaksinSinovac seperti gue, bisa tonton podcast nya deddy corbuzier yg sama ade rai kemaren. Banyak si literasi penyembuhan, cuma jahat nya mereka udh mengganti sebagian kurikulum kesehatan dari awal tahun 1900an klo gasalah.'",1.25E+18,"-6.16667,106.8,20km"
0,"b'okei,dia ga jahat mybe hilangnya dia saat ini karena alasan lain,ya dia memberiku waktu untuk bisa terbiasa tanpa notice darinya lagi,untuk terbiasa tdk mnunggu dia lagi,dan bisa mengikhlaskan dia SECARA PERLAHAN.\nya terimakasi manusia baik,berkat kamu aku bisa tau arti MENUNGGU.'",1.11E+18,"-6.16667,106.8,20km"
0,"b'Orang bijak taat pajak, orang jahat makan\npajak, orang gila gak diajak.'",2238582522,"-6.96667,110.41667,20km"
0,b'Orang jahat itu orang baik yang tersakiti https://t.co/JBtYRCCVUX',825017972,"-6.95,107.56667,20km"
0,b'Orang tidak jahat; mereka schlemiels.\n#AkhlakuntukNegeri',1.32E+18,"-6.95,107.56667,20km"
0,"b'Orang yang bisa begitu kasar dan jahat ke orang lain, mungkin bisa jadi dia juga kurang kasih sayang dalam keluarganya. Kurang asih dan asuh, karena keluarga adalah tempat pertama kita mengenal hal baik dan buruk.'",298964848,"-0.50222,117.15361,20km"
0,b'ORG JAHAT BGT GILAK KASIAN NANCY\xf0\x9f\x98\xad\n#\xeb\xb6\x88\xeb\xb2\x95\xec\xb4\xac\xec\x98\x81_\xec\xb2\x98\xeb\xb2\x8c\xea\xb0\x95\xed\x99\x94\n#\xeb\xb6\x88\xeb\xb2\x95\xec\xb4\xac\xec\x98\x81_\xec\xa0\x88\xeb\x8c\x80\xea\xb7\xbc\xec\xa0\x88\n#OurRainbowNancy',1.17E+18,"-6.16667,106.8,20km"
0,"b'org yg penuh negativity kaya kamu itu gak penting, ada tidak adanya kamu tidak berpengaruh apa-apa bagi hidup saya, then we r not that close, u dont know anything about me, udh 2021 berenti jd jahat, trims :)'",9.97E+17,"-6.95,107.56667,20km"
0,b'Otoritas perlu menyiapkan perangkat aturan yang memadai agar media sosial tak memberi peluang orang bertindak jahat. Perusahaan teknologi diharapkan mengembangkan kemampuan untuk mencegah penyalahgunaan media sosial. \n\n#Tajukrencana #adadikompas \nhttps://t.co/D0Oi9i8vCc',255866913,"-6.16667,106.8,20km"
0,b'otw bub orang2 jahat. bye \xf0\x9f\x91\x8b',164264218,"-7.80139,110.36444,20km"
0,b'Pada jahat jahat amat ya wkwkkw https://t.co/C38Gg5ekfJ',1.12E+18,"-6.95,107.56667,20km"
0,"b'Padahal duo sese lucu bgt, gemesin kenapa kalian jahat sama sejeong?\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'",9.95E+17,"-6.16667,106.8,20km"
0,b'Padahal ga kemana mana. Rebahan mulu tapi bisa bisanya dikatain jahat.',1.34E+18,"-5.42944,105.2625,20km"
0,"b'padahal gapunya niat jahat,masih aja di tipu'",1.34E+18,"-6.95,107.56667,20km"
0,"b'padahal jokes nya harmless banget tapi ketikan dia nya jahat banget. ada yang belain yang ngejokes eh dia ""wow ppl"" lah padahal ketikan dia sangat jahat \xf0\x9f\x92\x94 \n\nterus dihapus tweetnya. yaelah\xf0\x9f\x98\x83'",165698501,"-6.16667,106.8,20km"
0,b'Padahal pengen banget mereka ada di konten jahat-jahatan lagi \xf0\x9f\x98\x9f https://t.co/jd9VurBxVs',282871208,"-6.16667,106.8,20km"
0,"b'Page 12 of 365\n\nLo yang jahat, gue yang introspeksi diri bangsaaatttt !'",1.19E+18,"-6.16667,106.8,20km"
0,b'Panggilan Mabest Jahat tak lagi dirindukan \xe2\x98\xb9\xef\xb8\x8f',1.33E+18,"-7.23333,112.73333,20km"
0,b'Pantau terus. Banyak orang baik yang\xe2\x80\x94terpaksa\xe2\x80\x94jadi jahat ketika masuk ke dalam sistem yang buruk',1.33E+18,"-6.16667,106.8,20km"
0,b'Patah hati banget tiap liat berita SJ182 ini. Ngerasa kalau kematian itu dekat banget. Tapi kenapa orang masih banyak yang jahat. \xf0\x9f\x98\xad',232085381,"-7.80139,110.36444,20km"
0,"b'Pegang erat selagi masih ada, sebab waktu terkadang jahat bisa mengambil tanpa memberi obat!'",1.10E+18,"-7.23333,112.73333,20km"
0,"b'Pelakor ngeblok, \nBiarkan saja\nPenghianat sm penggoda\nYg baik dg yg baik yg jahat dg yg jahat'",110696282,"-6.16667,106.8,20km"
0,"b'pemain sinetron yg berperan orang jahat adalah antagonis\nkamu itu udah ngangenin, senyumanmu juga manis'",1.12E+18,"-7.23333,112.73333,20km"
0,b'Pemerintah dengar ini ga \nKalau ga dengar anda  pemerintah jahat kepada rakyat https://t.co/lueD9xrfgP',1.31E+18,"-6.16667,106.8,20km"
0,"b'Pengakuan Tiara Andini soal Komentar Jahat Netizen, Pernah Sampai Nangis https://t.co/wtofk4coPd'",171833463,"-6.16667,106.8,20km"
0,b'pengen bales kelakuan nya tapi gaboleh jahat kan ya sama hewan',1.18E+18,"-6.95,107.56667,20km"
0,b'pengen banget mantanku seng terakhir isok ngene enggak dengan ngomong jahat atau gawe kata-kata bulshit\xf0\x9f\x99\x82\xf0\x9f\x99\x8f https://t.co/ICloD564gz',947355416,"-7.23333,112.73333,20km"
0,b'Pengen cepet onboard Ya Allah cowo Gunkid jahat banget aslii',793043664,"-7.80139,110.36444,20km"
0,b'Pengen jadi jahat pisan wae..',1126675772,"-7.80139,110.36444,20km"
0,"b'Pengen jadi jahat, tapi kurang bakat  -_-'",7.54E+17,"-6.95,107.56667,20km"
0,"b'Pengen Masa bodoh dengan omongan orang tapi kenyataannya gak bisa...tetep aja di pikirin ...ampe kagak bisa tidur cuman mikirin omongan orang ..,jahat ya kadang orang itu...'",1.03E+18,"-6.96667,110.41667,20km"
0,"b'Perasaan laksana hujan.., \nTak pernah datang dengan maksud yang jahat..,\nKeadaan dan waktulah yang membuat kita membenci kedatangannya..,\n #keblethengen #jogjaudanderes @ Spot Riyadi https://t.co/Zl5gemx6mv'",62583735,"-7.80139,110.36444,20km"
0,"b'Perempuan jahat itu merasa tidak bersalah, seakan tidak terjadi apa-apa. Padahal dia yang memulai semuanya.'",1.32E+18,"0.92,104.51,20km"
0,"b'perempuan tuh emang jahat. sekalinya ngejar bakal ngejar banget, tapi sekalinya muak sama orang itu pasti dia bakal ngebuang orang itu tanpa basa basi.'",2418605318,"-7.23333,112.73333,20km"
0,"b'Perinsip mengenal orang \n\nMengenal orang itu baik atau jahat ,jangan kau jadikan penyesalan tapi kau jadikan pembelajaran \n\n                     NEVER GIP UP'",1.33E+18,"-6.16667,106.8,20km"
0,b'Persahabatan akan berarti ketika kamu berteman dengan orang yg jahat/nakal',1.34E+18,"3.66667,98.66667,20km"
0,b'Pickaw jahat! Pickaw bau! Pickaw.. apa lagi ya',1.32E+18,"-6.95,107.56667,20km"
0,"b'Pinangki dinilai terbukti dalam perkara suap, pencucian uang dan pemufakatan jahat.  https://t.co/eX3475GXta'",22126902,"-6.16667,106.8,20km"
0,"b'Pinangki Dituntut 4 Tahun atas Perkara Suap, Pencucian Uang, dan Pemufakatan Jahat https://t.co/R11qsp6Ci2 https://t.co/YtEANzRpRQ'",154102750,"-6.16667,106.8,20km"
0,"b'playing victim adalah jalan ninja ku selama ini \xf0\x9f\x98\xb3\n\njahat bgt ya allah, maafkeun \xf0\x9f\x98\xa9\xf0\x9f\x98\xa9'",1.02E+18,"-6.95,107.56667,20km"
0,b'Plis lah jgn kya ginii:&lt; jgn bikin aku jdi jahat lagi:(',1.01E+18,"-7.80139,110.36444,20km"
0,"b'Plis, permudahlah urusan orang yang berniat baik bukan untuk berbuat jahat'",1.03E+18,"-7.23333,112.73333,20km"
0,b'pls yg repost foro n an cy banyak bgttt:( sedih bgt sialannnnn jahat bgt anjing',1.16E+18,"-6.16667,106.8,20km"
0,b'Plsss mubaek tu jahat apa baik',1396415731,"-6.96667,110.41667,20km"
0,"b'Proses penyembuhan fira pun dimulai. Saya memulainya dengan berat, karena rupanya jin jahat / dhemit ini sangat banyak, sehingga memaksa saya untuk melantunkan doa berkali kali.'",1.15E+18,"-7.23333,112.73333,20km"
0,"b'rangga...\nyang kamu lakukan ke saya itu...jahat, ANJIR! https://t.co/yHRMY2K7tW'",98319862,"-6.16667,106.8,20km"
0,b'Rasanya jahat banget si ga ngajakin doi makan bareng \xf0\x9f\x98\x85 https://t.co/0A5uusmCTn',1.17E+18,"-6.96667,110.41667,20km"
0,b'Replynya pada jahat https://t.co/WlJ5W64nqB',9.53E+17,"-6.16667,106.8,20km"
0,b'RESTAURANT ON WHEELS: USA BIKIN I MALEM MALEM GORENG SPICY WINGS. JAHAT BGT \xf0\x9f\x98\xad',1.34E+18,"-6.16667,106.8,20km"
0,b'Rijik Tuh cuma Preman Pasar... Jdi gk jauh\xc2\xb2 dari Penjahat... Dasarnya emang dia jahat dan mesum.. \nTopeng Agama rijik udah mulai Rusak. \xf0\x9f\x98\x82 https://t.co/Gq97jbsEwB',1.24E+18,"-6.16667,106.8,20km"
0,"b'rodo jahat sitik ramasalah ben ra diidak"" terus \xf0\x9f\x99\x83'",1.17E+18,"-7.80139,110.36444,20km"
0,b'ROMI JAHAT - Pena Bertinta Api ( Video Lirik ) https://t.co/3GrOBzBkch lewat @YouTube',776203321,"-7.23333,112.73333,20km"
0,b'RT @ainasasongko: kalau ditanya pilih orang lama yang udah tau seluk beluknya atau orang baru? \n\naku pilih orang baru gpp kenal dari awal m\xe2\x80\xa6',1.29E+18,"-7.80139,110.36444,20km"
0,"b'RT @ALtheDiscreet: 2014: Wuih Pakdhe Brilian!\n2021: Pasti Pembisiknya Yang Jahat\n\nKawans, inilah salah satu bentuk ""coping mechanism"".'",193592589,"-6.16667,106.8,20km"
0,"b'RT @amri_khai_: @XavierNaxa Bukan min, Pain dimanipulasi oleh Uchiha Madara. Madara paling jahat paling kuat paling bermatlamat sampai Masa\xe2\x80\xa6'",3747269359,"-6.95,107.56667,20km"
0,"b'RT @AndikaTriputr10: @dinanadinaaaa Biar dia ngak kelihatan jahat, padahal sudah kulihat, entah seperti apapun alasan mu nanti akan tetap k\xe2\x80\xa6'",3123447853,"-0.95556,100.36056,20km"
0,b'RT @anggadp87: @gnolbo Anak saya juga kenal konsep hewan baik dan galak (bukan jahat)\nMisalnya Dinosaur T-REX dia baik tapi Galak. Kenapa g\xe2\x80\xa6',1576672914,"-6.16667,106.8,20km"
0,"b'RT @AqseJuga: FPI bukan teroris, tapi saya melihat ada upaya utk menteroriskan FPI.\n\nMenurut saya, ini upaya jahat terhadap penegakkan akti\xe2\x80\xa6'",890504923,"-6.16667,106.8,20km"
0,"b'RT @ara0210_: Saya tau program Crikaya itu Jahat-Jahatan. Tapi setelah nonton Cooking Kuy, sepertinya boleh lah liat kelakuan anak-anak nge\xe2\x80\xa6'",7125302,"-6.16667,106.8,20km"
0,"b'RT @avaashaa: Perempuan itu emang jahat, sekali dia ngejar dia akan ngejar bgt, tapi sekali dia muak sama orang itu dia bakal ngebuang oran\xe2\x80\xa6'",593389839,"-6.16667,106.8,20km"
0,"b'RT @awik_kk: Plis, permudahlah urusan orang yang berniat baik bukan untuk berbuat jahat'",1.17E+18,"-7.23333,112.73333,20km"
0,b'RT @babyyaloneeee: bukan dia yang jahat tapi bapermu yang salah tempat:))',1.26E+18,"-6.16667,106.8,20km"
0,b'RT @Balak_tiga: @prilcila Jelas ada niat jahat yg dilakukan oleh Satyo Purwanto..\n\n#SebarFitnahSiapDipidana',1.25E+18,"-6.16667,106.8,20km"
0,b'RT @baryoism: Di post ini gw menarik kesimpulan bahwa mimin diam-diam mengimani (subservient) bahwasannya Tuhan (seharusnya) selalu memberi\xe2\x80\xa6',9.44E+17,"-6.16667,106.8,20km"
0,"b'RT @bdngfess: euy, jahat te aing:( https://t.co/V77Y4gHA2u'",1.09E+18,"-6.95,107.56667,20km"
0,"b'RT @bimaskatolikri: Salam #SahabatReligi \n""Lewat penampilan perdana-Nya, Yesus memperlihatkan siapa diri-Nya sebenarnya. Ia tidak hanya mem\xe2\x80\xa6'",2354384101,"-6.16667,106.8,20km"
0,"b'RT @bmsakerah: @annisast ...jika sulit berbuat baik, apakah lalu berbuat jahat? Jika sulit jualan, apakah lalu mencuri saja? \xf0\x9f\x99\x82'",1.08E+18,"-6.96667,110.41667,20km"
0,"b'RT @bmsakerah: @annisast ...jika sulit berbuat baik, apakah lalu berbuat jahat? Jika sulit jualan, apakah lalu mencuri saja? \xf0\x9f\x99\x82'",58730838,"-6.96667,110.41667,20km"
0,"b'RT @brojabrooo: Kamu gak sopan ngomong gitu ke cewek.\nMeskipun aku bukan cewek tapi aku tersinggung,itu jahat banget'",1226223812,"-7.23333,112.73333,20km"
